CLIENTE;SOLICITANTE;SERVICIO;AP;ESTADO DE ENVÍO;MOTIVO POD;ULTIMA FECHA DE ACTUALIZACIÓN EN SAP;CENTRO STOCK;DESTINO ;VISITAS;RESPUESTA  SIN DEMORA;RESPUESTA CON DEMORA ;;TEXTOS UX;;TEXTOS UX + HC;TEXTOS UX + HC
 Argenpay;102003780;PAQUETERIA;40038331 - 40038332 - 40039419 - 40039935;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102004140 Direct Group ;PAQUETERIA;40040076;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102004176 Ac-Eastway;PAQUETERIA;40040133;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040932;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102002628 Etercor;PAQUETERIA;40025753 - 40025755 - 40040016;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102001628 Puntos y Premios;PAQUETERIA;40020414 - 40037922;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia; 102004281 Compagno Victoria (yellow&co);PAQUETERIA;40040198;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;  102004506 NIMASA SRL;PAQUETERIA;40041486;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia;102004431 TRIMAGE S.A;PAQUETERIA;40041558;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia (MAM Direct Group);102004140 Direct Group ;PAQUETERIA;40040077 - 40040573 ;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia (MAM AC Eastway);102004176 Ac-Eastway;PAQUETERIA;40040134 - 40040415;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia (MAM Lamoliant S.R.L);102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040962;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia (MAM Etercor);102002628 Etercor;PAQUETERIA;40040062 - 40040263;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
Macro Premia (MAM Puntos y premios);102001628 Puntos y Premios;PAQUETERIA;40038713;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
OCASA POSTAL 1 VISITA;102003502;POSTAL;40037750 - 40039390;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
OCASA DISTRIBUCION POSTAL 2 VISITAS (Salvo Licencias de Conducir);102003502;POSTAL;40037567 - 40037570 - 40039211 ;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
OCASA POSTAL 3 VISITAS;;POSTAL;40036841 - 40037569 - 40039213 - 40001009;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
 DHL Global Forwarding;102003111;PAQUETERIA;40038162 - 40038346 - 40039098 - 40040229 - 40040655 - ;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
 A.C.A.R.A;102000421;PAQUETERIA;40015973 - 40024854 - 40031360 - 40033676 - 40041252;REENCAMINADA;15;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;En todas sus visitas;Hola!, por motivos de fuerza mayor, tu pedido no salio a distribucion. No te preocupes!, la cantidad de visitas pactadas se encuentran intactas y te estaremos visitando dentro de las proximas 24 a 72 hs habiles. Que tengas un buen dia! ;DERIVAR A ASESOR;;Por motivos de fuerza mayor, tu pedido no salió a distribución. No te preocupes, la cantidad de visitas pactadas están intactas y te visitaremos dentro de las próximas 24 a 72 hs hábiles 😉. ;;;Por motivos de fuerza mayor, no pudimos entregar tu pedido. No te preocupes, volveremos a pasar dentro de las próximas 24 a 72 hs hábiles.
